Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Type_L,Type_M,Temp_diff,Power,Wear_per_speed
297.5,308.4,1723,27.3,67,0,True,False,10.899999999999977,47037.9,0.0388631090487239
297.5,308.5,1459,39.7,69,0,True,False,11.0,57922.3,0.04726027397260274
297.6,308.5,1572,35.9,71,0,True,False,10.899999999999977,56434.799999999996,0.04513668150031786
297.5,308.4,1384,56.0,73,0,True,False,10.899999999999977,77504.0,0.05270758122743682
297.6,308.6,1383,47.5,75,0,True,False,11.0,65692.5,0.054190751445086706
297.6,308.5,1360,48.6,77,0,False,True,10.899999999999977,66096.0,0.05657604702424688
297.5,308.4,1596,36.6,80,0,False,True,10.899999999999977,58413.600000000006,0.050093926111458985
297.5,308.5,1448,54.3,83,0,True,False,11.0,78626.4,0.05728088336783989
297.6,308.5,1443,38.2,85,0,False,True,10.899999999999977,55122.600000000006,0.05886426592797784
297.6,308.6,1492,35.5,88,0,False,True,11.0,52966.0,0.058941728064300064
297.5,308.6,1497,43.9,91,0,True,False,11.100000000000023,65718.3,0.06074766355140187
297.5,308.5,1530,38.5,93,0,True,False,11.0,58905.0,0.06074461136512083
297.4,308.4,1478,46.2,95,0,False,True,11.0,68283.6,0.06423258958755916
297.4,308.4,1328,61.8,98,0,True,False,11.0,82070.4,0.07373965387509406
297.4,308.3,1771,27.4,100,0,False,False,10.900000000000034,48525.399999999994,0.056433408577878104
297.4,308.4,1564,35.0,105,0,False,True,11.0,54740.0,0.0670926517571885
297.3,308.3,1461,41.5,108,0,False,False,11.0,60631.5,0.07387140902872777
297.4,308.3,1335,57.9,113,0,False,True,10.900000000000034,77296.5,0.0845808383233533
297.4,308.4,1441,46.8,116,0,False,True,11.0,67438.8,0.08044382801664356
297.3,308.3,1268,60.6,119,0,True,False,11.0,76840.8,0.0937746256895193
297.3,308.3,1697,27.4,121,0,False,True,11.0,46497.799999999996,0.0712603062426384
297.4,308.4,1421,46.0,124,0,True,False,11.0,65366.0,0.08720112517580872
297.4,308.5,1496,36.4,126,0,True,False,11.100000000000023,54454.4,0.0841683366733467
297.5,308.5,1375,55.6,128,0,True,False,11.0,76450.0,0.09302325581395349
297.4,308.5,1295,52.1,130,0,True,False,11.100000000000023,67469.5,0.10030864197530864
297.4,308.5,1643,33.8,132,0,True,False,11.100000000000023,55533.399999999994,0.08029197080291971
297.5,308.6,1514,36.9,134,0,True,False,11.100000000000023,55866.6,0.08844884488448845
297.5,308.6,1671,29.4,136,0,True,False,11.100000000000023,49127.399999999994,0.08133971291866028
297.5,308.6,1355,58.9,138,0,False,False,11.100000000000023,79809.5,0.10176991150442478
297.6,308.7,1365,50.6,143,0,True,False,11.099999999999966,69069.0,0.10468521229868229
297.5,308.7,1407,42.5,145,0,True,False,11.199999999999989,59797.5,0.10298295454545454
297.5,308.8,1455,46.1,147,0,False,True,11.300000000000011,67075.5,0.10096153846153846
297.5,308.8,1502,45.9,150,0,True,False,11.300000000000011,68941.8,0.0998003992015968
297.5,308.8,1471,52.3,152,0,False,True,11.300000000000011,76933.3,0.10326086956521739
297.5,308.9,1581,30.4,155,0,True,False,11.399999999999977,48062.399999999994,0.0979772439949431
297.5,308.8,1530,37.8,157,0,True,False,11.300000000000011,57833.99999999999,0.10254735467015023
297.5,308.8,1312,50.3,159,0,True,False,11.300000000000011,65993.59999999999,0.1210967250571211
297.4,308.6,1494,42.6,161,0,True,False,11.200000000000045,63644.4,0.1076923076923077
297.4,308.6,1528,29.1,163,0,False,True,11.200000000000045,44464.8,0.1066056245912361
297.3,308.6,1688,29.4,166,0,False,False,11.300000000000011,49627.2,0.09828300769686205
297.3,308.5,1520,42.4,171,0,False,True,11.199999999999989,64448.0,0.11242603550295859
297.3,308.5,1664,28.9,174,0,False,True,11.199999999999989,48089.6,0.1045045045045045
297.3,308.5,1514,44.5,177,0,True,False,11.199999999999989,67373.0,0.11683168316831684
297.3,308.5,1456,54.2,179,0,True,False,11.199999999999989,78915.2,0.12285518188057652
297.2,308.5,1494,39.6,181,0,True,False,11.300000000000011,59162.4,0.12107023411371237
297.2,308.4,1605,30.0,183,0,True,False,11.199999999999989,48150.0,0.11394769613947696
297.2,308.5,1353,46.5,185,0,False,True,11.300000000000011,62914.5,0.13663220088626293
297.2,308.5,1447,47.9,188,0,True,False,11.300000000000011,69311.3,0.1298342541436464
297.2,308.5,1588,40.4,190,0,True,False,11.300000000000011,64155.2,0.11957205789804909
297.2,308.5,1524,41.4,192,0,False,False,11.300000000000011,63093.6,0.1259016393442623
297.2,308.5,1611,31.6,197,0,False,True,11.300000000000011,50907.600000000006,0.12220843672456576
297.2,308.5,1604,34.9,200,0,False,True,11.300000000000011,55979.6,0.12461059190031153
297.1,308.5,1483,46.9,203,0,True,False,11.399999999999977,69552.7,0.13679245283018868
297.1,308.4,1543,39.6,205,0,True,False,11.299999999999955,61102.8,0.1327720207253886
297.1,308.5,1323,44.4,207,1,True,False,11.399999999999977,58741.2,0.15634441087613293
297.1,308.5,1555,36.2,0,0,True,False,11.399999999999977,56291.00000000001,0.0
297.1,308.4,1583,31.9,2,0,True,False,11.299999999999955,50497.7,0.0012626262626262627
297.2,308.5,1584,40.0,4,0,False,True,11.300000000000011,63360.0,0.002523659305993691
297.2,308.5,1766,25.8,7,0,True,False,11.300000000000011,45562.8,0.003961516694963215
297.2,308.6,1498,44.4,9,0,False,True,11.400000000000034,66511.2,0.00600400266844563
297.2,308.6,1413,49.8,12,0,True,False,11.400000000000034,70367.4,0.008486562942008486
297.3,308.6,1505,33.5,14,0,True,False,11.300000000000011,50417.5,0.009296148738379814
297.3,308.7,1438,46.2,16,0,False,False,11.399999999999977,66435.6,0.011118832522585128
297.3,308.7,1655,34.1,21,0,False,True,11.399999999999977,56435.5,0.012681159420289856
297.3,308.7,1451,43.8,24,0,False,True,11.399999999999977,63553.799999999996,0.01652892561983471
297.3,308.7,1466,38.4,27,0,False,True,11.399999999999977,56294.4,0.018404907975460124
297.2,308.6,1774,23.0,30,0,True,False,11.400000000000034,40802.0,0.016901408450704224
297.2,308.6,1284,51.3,32,0,False,True,11.400000000000034,65869.2,0.024902723735408562
297.1,308.5,1425,40.0,35,0,True,False,11.399999999999977,57000.0,0.024544179523141654
297.2,308.6,1437,52.4,37,0,True,False,11.400000000000034,75298.8,0.02573018080667594
297.2,308.6,1335,53.0,39,0,True,False,11.400000000000034,70755.0,0.029191616766467067
297.2,308.5,1471,41.7,41,0,True,False,11.300000000000011,61340.700000000004,0.027853260869565216
297.2,308.5,1364,54.0,43,0,False,True,11.300000000000011,73656.0,0.0315018315018315
297.1,308.5,1578,35.6,46,0,True,False,11.399999999999977,56176.8,0.029132362254591513
297.1,308.5,1712,32.1,48,0,True,False,11.399999999999977,54955.200000000004,0.028021015761821366
297.1,308.5,1733,28.7,50,0,True,False,11.399999999999977,49737.1,0.02883506343713956
297.2,308.6,1652,32.1,52,0,True,False,11.400000000000034,53029.200000000004,0.03145795523290986
297.2,308.6,1917,24.1,54,0,True,False,11.400000000000034,46199.700000000004,0.028154327424400417
297.2,308.6,1444,41.1,56,0,False,True,11.400000000000034,59348.4,0.03875432525951557
297.1,308.6,1442,37.1,59,0,True,False,11.5,53498.200000000004,0.040887040887040885
297.1,308.6,1717,31.3,61,0,False,True,11.5,53742.1,0.03550640279394645
297.1,308.7,1474,42.3,64,0,True,False,11.599999999999966,62350.2,0.04338983050847458
297.2,308.7,1509,39.3,66,0,True,False,11.5,59303.7,0.04370860927152318
297.2,308.8,1451,43.1,68,0,True,False,11.600000000000023,62538.1,0.046831955922865015
297.3,308.8,1554,36.1,70,0,True,False,11.5,56099.4,0.04501607717041801
297.2,308.7,1669,30.7,72,0,True,False,11.5,51238.299999999996,0.04311377245508982
297.2,308.6,1366,50.4,74,0,True,False,11.400000000000034,68846.4,0.05413313825896123
297.2,308.6,1578,34.4,76,0,True,False,11.400000000000034,54283.2,0.048131728942368585
297.2,308.6,1513,39.0,78,0,False,True,11.400000000000034,59007.0,0.05151915455746367
297.1,308.5,1515,42.1,81,0,False,True,11.399999999999977,63781.5,0.05343007915567282
297.2,308.6,1562,33.0,84,0,True,False,11.400000000000034,51546.0,0.053742802303262956
297.2,308.7,1501,38.5,86,0,True,False,11.5,57788.5,0.05725699067909454
297.2,308.7,1398,38.1,88,0,False,True,11.5,53263.8,0.06290207290922087
297.3,308.7,1352,53.8,91,0,True,False,11.399999999999977,72737.59999999999,0.0672579453067258
297.3,308.7,1569,33.9,93,0,False,False,11.399999999999977,53189.1,0.05923566878980892
297.2,308.6,1486,46.6,98,0,False,False,11.400000000000034,69247.6,0.06590450571620712
297.2,308.6,1864,23.6,103,0,True,False,11.400000000000034,43990.4,0.05522788203753351
297.3,308.7,1447,44.5,105,0,False,True,11.399999999999977,64391.5,0.07251381215469613
297.2,308.6,1392,41.5,108,0,True,False,11.400000000000034,57768.0,0.07753050969131371
297.3,308.6,1358,47.6,110,0,True,False,11.300000000000011,64640.8,0.08094186902133922
297.3,308.7,1491,40.2,112,0,True,False,11.399999999999977,59938.200000000004,0.07506702412868632
297.3,308.7,1556,36.7,114,0,True,False,11.399999999999977,57105.200000000004,0.07321772639691715
297.3,308.7,1531,36.7,116,0,True,False,11.399999999999977,56187.700000000004,0.07571801566579635
297.4,308.7,1429,37.6,118,0,False,False,11.300000000000011,53730.4,0.08251748251748252
297.4,308.8,1573,33.9,123,0,False,True,11.400000000000034,53324.7,0.0781448538754765
297.4,308.8,1538,41.2,126,0,True,False,11.400000000000034,63365.600000000006,0.08187134502923976
297.4,308.8,1467,39.0,128,0,True,False,11.400000000000034,57213.0,0.08719346049046321
297.4,308.7,1323,51.1,130,0,False,False,11.300000000000011,67605.3,0.09818731117824774
297.4,308.7,1798,23.0,135,0,False,True,11.300000000000011,41354.0,0.07504168982768204
297.4,308.6,1411,46.3,138,0,True,False,11.200000000000045,65329.299999999996,0.09773371104815864
297.3,308.5,1528,44.5,140,0,True,False,11.199999999999989,67996.0,0.09156311314584696
297.3,308.5,1504,42.0,142,0,True,False,11.199999999999989,63168.0,0.09435215946843854
297.3,308.5,1384,39.6,144,0,True,False,11.199999999999989,54806.4,0.10397111913357401
297.2,308.4,1677,26.4,146,0,True,False,11.199999999999989,44272.799999999996,0.08700834326579261
297.3,308.5,1764,30.8,148,0,True,False,11.199999999999989,54331.200000000004,0.08385269121813031
297.4,308.5,1472,42.0,150,0,False,True,11.100000000000023,61824.0,0.10183299389002037
297.4,308.5,1465,55.9,153,0,False,True,11.100000000000023,81893.5,0.1043656207366985
297.4,308.6,1657,33.1,156,0,False,True,11.200000000000045,54846.700000000004,0.09408926417370325
297.4,308.6,1635,30.5,159,0,True,False,11.200000000000045,49867.5,0.09718826405867971
297.4,308.7,1582,31.9,161,0,False,True,11.300000000000011,50465.799999999996,0.10170562223626027
297.5,308.7,1761,26.2,164,0,True,False,11.199999999999989,46138.2,0.09307604994324631
297.5,308.8,1587,34.9,166,0,True,False,11.300000000000011,55386.299999999996,0.10453400503778337
297.5,308.7,1446,53.0,168,0,False,True,11.199999999999989,76638.0,0.1161022805805114
297.5,308.7,1352,53.0,171,0,False,True,11.199999999999989,71656.0,0.12638580931263857
297.4,308.7,1392,46.4,174,0,False,True,11.300000000000011,64588.799999999996,0.1249102656137832
297.5,308.8,1417,49.8,177,0,True,False,11.300000000000011,70566.59999999999,0.12482369534555712
297.5,308.8,1824,24.0,179,0,False,False,11.300000000000011,43776.0,0.09808219178082192
297.5,308.8,1603,36.7,184,0,True,False,11.300000000000011,58830.100000000006,0.11471321695760599
297.4,308.8,1620,33.4,186,0,True,False,11.400000000000034,54108.0,0.1147439851943245
297.4,308.8,1353,49.4,188,0,True,False,11.400000000000034,66838.2,0.13884785819793205
297.5,308.8,1360,50.7,190,0,True,False,11.300000000000011,68952.0,0.13960323291697282
297.5,308.6,1380,53.5,192,0,True,False,11.100000000000023,73830.0,0.1390296886314265
297.5,308.7,1363,53.6,194,0,False,True,11.199999999999989,73056.8,0.14222873900293256
297.4,308.6,1452,41.2,197,0,False,True,11.200000000000045,59822.4,0.13558155540261527
297.4,308.6,1680,32.8,200,0,True,False,11.200000000000045,55103.99999999999,0.1189767995240928
297.5,308.6,1536,39.0,202,0,True,False,11.100000000000023,59904.0,0.13142485361093037
297.5,308.6,1621,28.9,0,0,True,False,11.100000000000023,46846.899999999994,0.0
297.5,308.6,1585,37.6,2,0,True,False,11.100000000000023,59596.0,0.0012610340479192938
297.6,308.7,1408,51.5,4,0,False,True,11.099999999999966,72512.0,0.0028388928317956
297.5,308.6,1536,38.7,7,0,False,False,11.100000000000023,59443.200000000004,0.004554326610279766
297.5,308.6,1352,52.6,12,0,True,False,11.100000000000023,71115.2,0.008869179600886918
297.5,308.6,1481,38.8,14,0,False,False,11.100000000000023,57462.799999999996,0.009446693657219974
297.5,308.7,1454,45.0,19,0,True,False,11.199999999999989,65430.0,0.013058419243986255
297.5,308.6,1349,51.5,21,0,False,True,11.100000000000023,69473.5,0.015555555555555555
297.5,308.6,1327,52.1,24,0,False,True,11.100000000000023,69136.7,0.018072289156626505
297.6,308.7,1552,42.3,27,0,True,False,11.099999999999966,65649.59999999999,0.017385705086928525
297.5,308.7,1456,44.7,29,0,True,False,11.199999999999989,65083.200000000004,0.01990391214824983
297.6,308.6,1254,45.8,31,0,False,True,11.0,57433.2,0.024701195219123506
297.5,308.6,1437,43.3,34,0,True,False,11.100000000000023,62222.1,0.02364394993045897
297.5,308.6,1694,27.1,36,0,True,False,11.100000000000023,45907.4,0.021238938053097345
297.5,308.5,1306,50.7,38,0,True,False,11.0,66214.2,0.029074215761285386
297.5,308.5,1699,30.1,40,0,False,True,11.0,51139.9,0.023529411764705882
297.4,308.5,1369,53.2,43,0,True,False,11.100000000000023,72830.8,0.031386861313868614
297.4,308.5,1471,43.9,45,0,True,False,11.100000000000023,64576.9,0.030570652173913044
297.4,308.5,1410,43.9,47,0,True,False,11.100000000000023,61899.0,0.03330970942593905
297.4,308.5,1412,45.5,49,0,False,True,11.100000000000023,64246.0,0.03467799009200283
297.4,308.5,1418,51.2,52,0,True,False,11.100000000000023,72601.6,0.036645525017618044
297.4,308.5,1782,25.9,54,0,True,False,11.100000000000023,46153.799999999996,0.03028603477285474
297.4,308.5,1497,36.4,56,0,False,True,11.100000000000023,54490.799999999996,0.037383177570093455
297.3,308.4,1459,39.4,59,0,True,False,11.099999999999966,57484.6,0.04041095890410959
297.2,308.3,1796,23.8,61,0,True,False,11.100000000000023,42744.8,0.03394546466332777
297.2,308.3,1569,31.2,63,0,True,False,11.100000000000023,48952.799999999996,0.040127388535031845
297.3,308.4,1469,46.7,65,0,True,False,11.099999999999966,68602.3,0.04421768707482993
297.3,308.4,1472,41.3,67,0,True,False,11.099999999999966,60793.6,0.04548540393754243
297.4,308.5,1475,47.2,69,0,True,False,11.100000000000023,69620.0,0.046747967479674794
297.4,308.6,1488,36.4,71,0,True,False,11.200000000000045,54163.2,0.04768300873069174
297.4,308.6,1524,43.1,73,0,True,False,11.200000000000045,65684.40000000001,0.04786885245901639
297.4,308.5,1486,48.6,75,0,True,False,11.100000000000023,72219.6,0.05043712172158709
297.5,308.6,1255,60.7,77,0,False,True,11.100000000000023,76178.5,0.06130573248407643
297.4,308.6,1469,42.6,80,0,False,True,11.200000000000045,62579.4,0.05442176870748299
297.4,308.5,1692,34.3,83,0,True,False,11.100000000000023,58035.6,0.0490253987005316
297.4,308.6,1604,32.8,85,0,False,True,11.200000000000045,52611.2,0.0529595015576324
297.4,308.6,1446,48.1,88,0,True,False,11.200000000000045,69552.6,0.0608154803040774
297.3,308.5,1503,43.3,90,0,True,False,11.199999999999989,65079.899999999994,0.0598404255319149
297.3,308.5,1625,32.8,92,0,False,True,11.199999999999989,53299.99999999999,0.056580565805658053
297.2,308.5,1574,35.8,95,0,True,False,11.300000000000011,56349.2,0.06031746031746032
297.2,308.4,1378,41.9,97,0,False,True,11.199999999999989,57738.2,0.07034082668600435
297.1,308.4,1693,29.5,100,0,True,False,11.299999999999955,49943.5,0.0590318772136954
297.2,308.4,1462,51.2,102,0,True,False,11.199999999999989,74854.40000000001,0.06971975393028025
297.3,308.5,1435,55.0,104,0,False,False,11.199999999999989,78925.0,0.07242339832869081
297.2,308.5,1425,45.8,109,0,False,True,11.300000000000011,65264.99999999999,0.07643758765778401
297.3,308.6,1376,53.5,112,0,False,False,11.300000000000011,73616.0,0.0813362381989833
297.4,308.7,1481,48.0,117,0,False,True,11.300000000000011,71088.0,0.07894736842105263
297.4,308.7,1349,48.9,120,0,False,False,11.300000000000011,65966.09999999999,0.08888888888888889
297.3,308.7,1551,40.0,125,0,True,False,11.399999999999977,62040.0,0.08054123711340207
297.4,308.7,1623,33.8,127,0,False,False,11.300000000000011,54857.399999999994,0.07820197044334976
297.4,308.8,1462,49.7,132,0,True,False,11.400000000000034,72661.40000000001,0.09022556390977443
297.3,308.8,1447,57.4,134,0,False,True,11.5,83057.8,0.0925414364640884
297.3,308.9,1799,24.5,137,0,False,True,11.599999999999966,44075.5,0.07611111111111112
297.3,308.8,1548,41.3,140,0,False,True,11.5,63932.399999999994,0.09038089089735313
297.2,308.8,1485,47.9,143,0,False,True,11.600000000000023,71131.5,0.09623149394347241
297.2,308.7,1463,49.9,146,0,True,False,11.5,73003.7,0.09972677595628415
297.3,308.7,1587,35.8,148,0,True,False,11.399999999999977,56814.6,0.09319899244332494
297.3,308.8,1469,44.1,150,0,False,True,11.5,64782.9,0.10204081632653061
297.3,308.7,1430,42.8,153,0,False,False,11.399999999999977,61203.99999999999,0.1069182389937107
297.4,308.7,1726,26.8,158,0,False,False,11.300000000000011,46256.8,0.09148812970469021
297.4,308.8,1651,34.1,163,0,True,False,11.400000000000034,56299.100000000006,0.0986682808716707
297.4,308.8,1529,41.3,165,0,True,False,11.400000000000034,63147.7,0.10784313725490197
297.4,308.8,1473,46.2,167,0,True,False,11.400000000000034,68052.6,0.11329715061058344
297.4,308.8,1324,53.5,169,0,False,False,11.400000000000034,70834.0,0.12754716981132075
297.4,308.9,1708,28.8,174,0,True,False,11.5,49190.4,0.10181392627267408
297.5,309.1,1540,38.5,176,0,False,True,11.600000000000023,59290.0,0.11421155094094744
297.5,309.0,1320,54.7,179,0,True,False,11.5,72204.0,0.13550340651021953
297.4,308.9,1376,39.0,181,0,False,True,11.5,53664.0,0.13144517066085692
297.3,308.7,1542,37.0,184,0,False,True,11.399999999999977,57054.0,0.11924821775761503
297.3,308.7,1506,39.3,187,0,True,False,11.399999999999977,59185.799999999996,0.12408759124087591
297.3,308.7,1492,43.6,189,0,True,False,11.399999999999977,65051.200000000004,0.12659075686537175
297.3,308.8,1564,38.0,191,0,False,False,11.5,59432.0,0.1220447284345048
297.4,308.9,1645,30.8,196,0,False,False,11.5,50666.0,0.11907654921020656
297.4,308.9,1348,59.1,201,0,False,True,11.5,79666.8,0.14899925871015568
297.4,308.8,1325,62.4,204,1,False,True,11.400000000000034,82680.0,0.15384615384615385
297.5,308.9,1443,43.5,0,0,True,False,11.399999999999977,62770.5,0.0
297.5,308.9,1436,44.8,2,0,False,True,11.399999999999977,64332.799999999996,0.0013917884481558804
297.5,308.9,1596,30.7,5,0,True,False,11.399999999999977,48997.2,0.0031308703819661866
297.6,309.0,1491,43.2,7,0,True,False,11.399999999999977,64411.200000000004,0.004691689008042895
